Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3260",,,"PATRIC.562.123410.562.123410.con.0010.CDS.36479.36892.fwd","PATRIC","CDS",36479,36892,414,"+",,"PLF_561_00000830","PGF_00037937",,137,,"Protein PhnA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3261",,,"PATRIC.562.123410.562.123410.con.0010.CDS.37052.37495.fwd","PATRIC","CDS",37052,37495,444,"+",,"PLF_561_00001149","PGF_00037938",,147,,"Protein PhnB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3262",,,"PATRIC.562.123410.562.123410.con.0010.CDS.37628.38416.fwd","PATRIC","CDS",37628,38416,789,"+",,"PLF_561_00003279","PGF_00033832",,262,,"Phosphonate ABC transporter ATP-binding protein PhnC (TC 3.A.1.9.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3229",,,"PATRIC.562.123410.562.123410.con.0010.CDS.377.745.fwd","PATRIC","CDS",377,745,369,"+",,"PLF_561_00000010","PGF_00067294",,122,,"YeeU protein (antitoxin to YeeV)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3263",,,"PATRIC.562.123410.562.123410.con.0010.CDS.38441.39457.fwd","PATRIC","CDS",38441,39457,1017,"+",,"PLF_561_00000755","PGF_00033852",,338,,"Phosphonate ABC transporter substrate-binding protein PhnD (TC 3.A.1.9.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3264",,,"PATRIC.562.123410.562.123410.con.0010.CDS.39563.40342.fwd","PATRIC","CDS",39563,40342,780,"+",,"PLF_561_00000182","PGF_00033837",,259,,"Phosphonate ABC transporter permease protein PhnE (TC 3.A.1.9.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3265",,,"PATRIC.562.123410.562.123410.con.0010.CDS.40357.41088.fwd","PATRIC","CDS",40357,41088,732,"+",,"PLF_561_00003311","PGF_02087077",,243,,"Transcriptional regulator PhnF",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3266",,,"PATRIC.562.123410.562.123410.con.0010.CDS.41089.41541.fwd","PATRIC","CDS",41089,41541,453,"+",,"PLF_561_00003315","PGF_06858669",,150,,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG (EC 2.7.8.37)","GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3267",,,"PATRIC.562.123410.562.123410.con.0010.CDS.41538.42122.fwd","PATRIC","CDS",41538,42122,585,"+",,"PLF_561_00003306","PGF_02712817",,194,,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (EC 2.7.8.37)","GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3268",,,"PATRIC.562.123410.562.123410.con.0010.CDS.42122.43186.fwd","PATRIC","CDS",42122,43186,1065,"+",,"PLF_561_00003287","PGF_00046174",,354,,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (EC 2.7.8.37)","GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3269",,,"PATRIC.562.123410.562.123410.con.0010.CDS.43179.44024.fwd","PATRIC","CDS",43179,44024,846,"+",,"PLF_561_00003243","PGF_00046092",,281,,"Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (EC 4.7.1.1)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3270",,,"PATRIC.562.123410.562.123410.con.0010.CDS.44021.44779.fwd","PATRIC","CDS",44021,44779,759,"+",,"PLF_561_00003277","PGF_00033867",,252,,"Phosphonates utilization ATP-binding protein PhnK",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3271",,,"PATRIC.562.123410.562.123410.con.0010.CDS.44890.45570.fwd","PATRIC","CDS",44890,45570,681,"+",,"PLF_561_00003280","PGF_00046185",,226,,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (EC 2.7.8.37)","GO:0061693|alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3272",,,"PATRIC.562.123410.562.123410.con.0010.CDS.45567.46703.fwd","PATRIC","CDS",45567,46703,1137,"+",,"PLF_561_00001172","PGF_03376086",,378,,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (EC 3.6.1.63)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3273",,,"PATRIC.562.123410.562.123410.con.0010.CDS.46703.47260.fwd","PATRIC","CDS",46703,47260,558,"+",,"PLF_561_00003196","PGF_02604083",,185,,"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23)","GO:0033863|ribose 1,5-bisphosphate phosphokinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3274",,,"PATRIC.562.123410.562.123410.con.0010.CDS.47247.47681.fwd","PATRIC","CDS",47247,47681,435,"+",,"PLF_561_00002662","PGF_00037940",,144,,"Protein PhnO",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3275",,,"PATRIC.562.123410.562.123410.con.0010.CDS.47683.48441.fwd","PATRIC","CDS",47683,48441,759,"+",,"PLF_561_00002725","PGF_00033919",,252,,"Phosphoribosyl 1,2-cyclic phosphodiesterase (EC 3.1.4.55)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3276",,,"PATRIC.562.123410.562.123410.con.0010.CDS.48469.48798.rev","PATRIC","CDS",48469,48798,330,"-",,"PLF_561_00001804","PGF_01386347",,109,,"Uncharacterized protein YjdP",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3277",,,"PATRIC.562.123410.562.123410.con.0010.CDS.48867.49316.rev","PATRIC","CDS",48867,49316,450,"-",,"PLF_561_00003615","PGF_00420874",,149,,"D-allose-6-phosphate isomerase (EC 5.3.1.-) @ Ribose-5-phosphate isomerase B (EC 5.3.1.6)","GO:0008786|allose 6-phosphate isomerase activity;GO:0008786|galactosamine-6-phosphate isomerase activity;GO:0008786|ribose 1,5-bisphosphate isomerase activity;GO:0004751|ribose-5-phosphate isomerase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3278",,,"PATRIC.562.123410.562.123410.con.0010.CDS.49675.50565.fwd","PATRIC","CDS",49675,50565,891,"+",,"PLF_561_00004251","PGF_00058755",,296,,"Transcriptional regulator of D-allose utilization RpiR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3234",,,"PATRIC.562.123410.562.123410.con.0010.CDS.5013.6347.fwd","PATRIC","CDS",5013,6347,1335,"+",,"PLF_561_00003357","PGF_00018018",,444,,"Lysine/cadaverine antiporter membrane protein CadB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3279",,,"PATRIC.562.123410.562.123410.con.0010.CDS.50624.51559.fwd","PATRIC","CDS",50624,51559,936,"+",,"PLF_561_00004238","PGF_00420872",,311,,"D-allose ABC transporter, substrate-binding protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3280",,,"PATRIC.562.123410.562.123410.con.0010.CDS.51686.53218.fwd","PATRIC","CDS",51686,53218,1533,"+",,"PLF_561_00004184","PGF_00420870",,510,,"D-allose ABC transporter, ATP-binding protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3281",,,"PATRIC.562.123410.562.123410.con.0010.CDS.53197.53442.fwd","PATRIC","CDS",53197,53442,246,"+",,"PLF_561_00004140","PGF_00420871",,81,,"D-allose ABC transporter, permease protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3282",,,"PATRIC.562.123410.562.123410.con.0010.CDS.53470.54177.fwd","PATRIC","CDS",53470,54177,708,"+",,"PLF_561_00004140","PGF_00420871",,235,,"D-allose ABC transporter, permease protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3283",,,"PATRIC.562.123410.562.123410.con.0010.CDS.54188.54883.fwd","PATRIC","CDS",54188,54883,696,"+",,"PLF_561_00004260","PGF_00420875",,231,,"D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-)","GO:0036373|L-fucose mutarotase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3284",,,"PATRIC.562.123410.562.123410.con.0010.CDS.54867.55796.fwd","PATRIC","CDS",54867,55796,930,"+",,"PLF_561_00004249","PGF_00420873",,309,,"D-allose kinase (EC 2.7.1.55)","GO:0008787|allose kinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3285",,,"PATRIC.562.123410.562.123410.con.0010.CDS.56071.58056.fwd","PATRIC","CDS",56071,58056,1986,"+",,"PLF_561_00000535","PGF_01796289",,661,,"Putative alkyl/aryl-sulfatase YjcS",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3286",,,"PATRIC.562.123410.562.123410.con.0010.CDS.58264.58539.fwd","PATRIC","CDS",58264,58539,276,"+",,"PLF_561_00003105","PGF_00096300",,91,,"Uncharacterized protein YtcA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3287",,,"PATRIC.562.123410.562.123410.con.0010.CDS.58558.59589.fwd","PATRIC","CDS",58558,59589,1032,"+",,"PLF_561_00001631","PGF_00014103",,343,,"Inner membrane component MdtN of tripartite multidrug resistance system",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3288",,,"PATRIC.562.123410.562.123410.con.0010.CDS.59589.61640.fwd","PATRIC","CDS",59589,61640,2052,"+",,"PLF_561_00000543","PGF_00019570",,683,,"Membrane fusion component MdtO of tripartite multidrug resistance system",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3289",,,"PATRIC.562.123410.562.123410.con.0010.CDS.61637.63103.fwd","PATRIC","CDS",61637,63103,1467,"+",,"PLF_561_00000360","PGF_02872750",,488,,"Multidrug resistance outer membrane protein MdtP",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3290",,,"PATRIC.562.123410.562.123410.con.0010.CDS.63126.63239.rev","PATRIC","CDS",63126,63239,114,"-",,"PLF_561_00003379","PGF_00699739",,37,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3291",,,"PATRIC.562.123410.562.123410.con.0010.CDS.63301.65448.fwd","PATRIC","CDS",63301,65448,2148,"+",,"PLF_561_00000016","PGF_00006130",,715,,"Formate dehydrogenase H (EC 1.2.1.2) @ selenocysteine-containing","GO:0008863|formate dehydrogenase (NAD+) activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3235",,,"PATRIC.562.123410.562.123410.con.0010.CDS.6427.8574.fwd","PATRIC","CDS",6427,8574,2148,"+",,"PLF_561_00003303","PGF_00017965",,715,,"Lysine decarboxylase, inducible (EC 4.1.1.18)","GO:0008923|lysine decarboxylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3292",,,"PATRIC.562.123410.562.123410.con.0010.CDS.65823.67391.fwd","PATRIC","CDS",65823,67391,1569,"+",,"PLF_561_00005211","PGF_09108724",,522,,"ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3293",,,"PATRIC.562.123410.562.123410.con.0010.CDS.67491.68540.fwd","PATRIC","CDS",67491,68540,1050,"+",,"PLF_561_00058365","PGF_07935890",,349,,"ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3294",,,"PATRIC.562.123410.562.123410.con.0010.CDS.68540.69373.fwd","PATRIC","CDS",68540,69373,834,"+",,"PLF_561_00005275","PGF_10565701",,277,,"ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3295",,,"PATRIC.562.123410.562.123410.con.0010.CDS.69366.70202.fwd","PATRIC","CDS",69366,70202,837,"+",,"PLF_561_00005422","PGF_08284191",,278,,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3296",,,"PATRIC.562.123410.562.123410.con.0010.CDS.70189.70893.fwd","PATRIC","CDS",70189,70893,705,"+",,"PLF_561_00022195","PGF_08284191",,234,,"ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3297",,,"PATRIC.562.123410.562.123410.con.0010.CDS.71004.71693.fwd","PATRIC","CDS",71004,71693,690,"+",,,"PGF_03111463",,229,,"Putative exported protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3298",,,"PATRIC.562.123410.562.123410.con.0010.CDS.71841.73154.rev","PATRIC","CDS",71841,73154,1314,"-",,"PLF_561_00000315","PGF_02748988",,437,,"Proton/glutamate symporter @ Proton/aspartate symporter",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3299",,,"PATRIC.562.123410.562.123410.con.0010.CDS.73231.73362.fwd","PATRIC","CDS",73231,73362,132,"+",,"PLF_561_00003340","PGF_00137609",,43,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3300",,,"PATRIC.562.123410.562.123410.con.0010.CDS.73497.74093.rev","PATRIC","CDS",73497,74093,597,"-",,"PLF_561_00002705","PGF_00006247",,198,,"Formate-dependent nitrite reductase complex subunit NrfG",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3301",,,"PATRIC.562.123410.562.123410.con.0010.CDS.74090.74473.rev","PATRIC","CDS",74090,74473,384,"-",,"PLF_561_00002567","PGF_00006246",,127,,"Formate-dependent nitrite reductase complex subunit NrfF",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3302",,,"PATRIC.562.123410.562.123410.con.0010.CDS.74466.76088.rev","PATRIC","CDS",74466,76088,1623,"-",,"PLF_561_00001176","PGF_00420517",,540,,"Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3228",,,"PATRIC.562.123410.562.123410.con.0010.CDS.76.297.fwd","PATRIC","CDS",76,297,222,"+",,"PLF_561_00000018","PGF_00065498",,73,,"Uncharacterized protein YeeT",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3303",,,"PATRIC.562.123410.562.123410.con.0010.CDS.76204.77160.rev","PATRIC","CDS",76204,77160,957,"-",,"PLF_561_00002775","PGF_00026310",,318,,"NrfD protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3304",,,"PATRIC.562.123410.562.123410.con.0010.CDS.77157.77828.rev","PATRIC","CDS",77157,77828,672,"-",,"PLF_561_00003017","PGF_00026307",,223,,"NrfC protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3305",,,"PATRIC.562.123410.562.123410.con.0010.CDS.77825.78391.rev","PATRIC","CDS",77825,78391,567,"-",,"PLF_561_00002866","PGF_03345642",,188,,"Cytochrome c-type protein NrfB precursor",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3306",,,"PATRIC.562.123410.562.123410.con.0010.CDS.78436.79872.rev","PATRIC","CDS",78436,79872,1437,"-",,"PLF_561_00001061","PGF_00420561",,478,,"Cytochrome c552 precursor (EC 1.7.2.2)","GO:0042279|nitrite reductase (cytochrome, ammonia-forming) activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3307",,,"PATRIC.562.123410.562.123410.con.0010.CDS.80264.82222.fwd","PATRIC","CDS",80264,82222,1959,"+",,"PLF_561_00000455","PGF_10523783",,652,,"Acetyl-CoA synthetase (EC 6.2.1.1)","GO:0003987|acetate-CoA ligase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3308",,,"PATRIC.562.123410.562.123410.con.0010.CDS.82514.82828.fwd","PATRIC","CDS",82514,82828,315,"+",,"PLF_561_00002592","PGF_00041975",,104,,"Inner membrane protein YjcH, clustering with ActP",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3309",,,"PATRIC.562.123410.562.123410.con.0010.CDS.82825.84474.fwd","PATRIC","CDS",82825,84474,1650,"+",,"PLF_561_00000656","PGF_00024619",,549,,"Acetate permease ActP (cation/acetate symporter)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3230",,,"PATRIC.562.123410.562.123410.con.0010.CDS.834.1211.fwd","PATRIC","CDS",834,1211,378,"+",,"PLF_561_00000013","PGF_00067296",,125,,"YeeV toxin protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3310",,,"PATRIC.562.123410.562.123410.con.0010.CDS.84513.85202.rev","PATRIC","CDS",84513,85202,690,"-",,"PLF_561_00005383","PGF_03376181",,229,,"CidA-associated membrane protein CidB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3311",,,"PATRIC.562.123410.562.123410.con.0010.CDS.85195.85605.rev","PATRIC","CDS",85195,85605,411,"-",,"PLF_561_00005378","PGF_00012257",,136,,"Holin-like protein CidA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3312",,,"PATRIC.562.123410.562.123410.con.0010.CDS.85709.86593.fwd","PATRIC","CDS",85709,86593,885,"+",,"PLF_561_00005218","PGF_00017784",,294,,"Transcriptional regulator CidR, LysR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3236",,,"PATRIC.562.123410.562.123410.con.0010.CDS.8633.9967.fwd","PATRIC","CDS",8633,9967,1335,"+",,"PLF_561_00003387","PGF_00423023",,444,,"Di-tripeptide/H+ symporter DtpC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3313",,,"PATRIC.562.123410.562.123410.con.0010.CDS.86629.88278.rev","PATRIC","CDS",86629,88278,1650,"-",,"PLF_561_00000977","PGF_03974418",,549,,"Uncharacterized Na(+)/H(+) exchanger YjcE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3314",,,"PATRIC.562.123410.562.123410.con.0010.CDS.88429.89778.rev","PATRIC","CDS",88429,89778,1350,"-",,"PLF_561_00002048","PGF_02802027",,449,,"Guanine/hypoxanthine permease GhxP",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3315",,,"PATRIC.562.123410.562.123410.con.0010.CDS.90009.90122.fwd","PATRIC","CDS",90009,90122,114,"+",,"PLF_561_00005428","PGF_00392735",,37,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3316",,,"PATRIC.562.123410.562.123410.con.0010.CDS.90325.90789.rev","PATRIC","CDS",90325,90789,465,"-",,"PLF_561_00002516","PGF_00047152",,154,,"Redox-sensitive transcriptional activator SoxR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3317",,,"PATRIC.562.123410.562.123410.con.0010.CDS.90875.91198.fwd","PATRIC","CDS",90875,91198,324,"+",,"PLF_561_00002730","PGF_00047358",,107,,"DNA-binding transcriptional dual regulator SoxS",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3318",,,"PATRIC.562.123410.562.123410.con.0010.CDS.91201.92787.rev","PATRIC","CDS",91201,92787,1587,"-",,"PLF_561_00000296","PGF_00040461",,528,,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeC","GO:0071111|cyclic-guanylate-specific phosphodiesterase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3319",,,"PATRIC.562.123410.562.123410.con.0010.CDS.93216.93497.fwd","PATRIC","CDS",93216,93497,282,"+",,"PLF_561_00002900","PGF_01959179",,93,,"Uncharacterized protein YjcB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3320",,,"PATRIC.562.123410.562.123410.con.0010.CDS.93596.94132.rev","PATRIC","CDS",93596,94132,537,"-",,"PLF_561_00015966","PGF_02142873",,178,,"Single-stranded DNA-binding protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3321",,,"PATRIC.562.123410.562.123410.con.0010.CDS.94386.97208.fwd","PATRIC","CDS",94386,97208,2823,"+",,"PLF_561_00127318","PGF_04041316",,940,,"Excinuclease ABC subunit A",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3322",,,"PATRIC.562.123410.562.123410.con.0010.CDS.97243.97599.rev","PATRIC","CDS",97243,97599,357,"-",,"PLF_561_00002432","PGF_00038761",,118,,"Uncharacterized protein YjbR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3323",,,"PATRIC.562.123410.562.123410.con.0010.CDS.97603.98019.rev","PATRIC","CDS",97603,98019,417,"-",,"PLF_561_00002290","PGF_04369616",,138,,"UPF0047 protein YjbQ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3324",,,"PATRIC.562.123410.562.123410.con.0010.CDS.98130.98843.rev","PATRIC","CDS",98130,98843,714,"-",,"PLF_561_00000859","PGF_00025032",,237,,"NMN phosphatase (EC 3.1.3.5); Class B acid phosphatase precursor (EC 3.1.3.2)","GO:0008253|5'-nucleotidase activity;GO:0003993|acid phosphatase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0010","fig|562.123410.peg.3325",,,"PATRIC.562.123410.562.123410.con.0010.CDS.99120.100940.fwd","PATRIC","CDS",99120,100940,1821,"+",,,"PGF_00080451",,606,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3489",,,"PATRIC.562.123410.562.123410.con.0011.CDS.100721.101371.rev","PATRIC","CDS",100721,101371,651,"-",,"PLF_561_00000473","PGF_00419636",,216,,"3-keto-L-gulonate-6-phosphate decarboxylase UlaD (EC 4.1.1.85)","GO:0033982|3-dehydro-L-gulonate-6-phosphate decarboxylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3490",,,"PATRIC.562.123410.562.123410.con.0011.CDS.101385.101849.rev","PATRIC","CDS",101385,101849,465,"-",,"PLF_561_00000325","PGF_00065673",,154,,"PTS system, ascorbate-specific IIA component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3491",,,"PATRIC.562.123410.562.123410.con.0011.CDS.101859.102164.rev","PATRIC","CDS",101859,102164,306,"-",,"PLF_561_00002271","PGF_00065652",,101,,"PTS system, ascorbate-specific IIB component (EC 2.7.1.194)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3492",,,"PATRIC.562.123410.562.123410.con.0011.CDS.102180.103577.rev","PATRIC","CDS",102180,103577,1398,"-",,"PLF_561_00000467","PGF_08116266",,465,,"PTS system, ascorbate-specific IIC component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3405",,,"PATRIC.562.123410.562.123410.con.0011.CDS.10275.12098.fwd","PATRIC","CDS",10275,12098,1824,"+",,"PLF_561_00029040","PGF_08225224",,607,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3493",,,"PATRIC.562.123410.562.123410.con.0011.CDS.103932.104996.fwd","PATRIC","CDS",103932,104996,1065,"+",,"PLF_561_00000397","PGF_00036809",,354,,"L-ascorbate-6-phosphate lactonase UlaG",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3494",,,"PATRIC.562.123410.562.123410.con.0011.CDS.105104.105859.fwd","PATRIC","CDS",105104,105859,756,"+",,"PLF_561_00001596","PGF_00065623",,251,,"Ascorbate utilization transcriptional regulator UlaR, DeoR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3495",,,"PATRIC.562.123410.562.123410.con.0011.CDS.105856.106605.rev","PATRIC","CDS",105856,106605,750,"-",,"PLF_561_00001688","PGF_00067379",,249,,"YjfP protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3496",,,"PATRIC.562.123410.562.123410.con.0011.CDS.106787.107116.fwd","PATRIC","CDS",106787,107116,330,"+",,"PLF_561_00000968","PGF_00017384",,109,,"Lipoprotein BsmA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3498",,,"PATRIC.562.123410.562.123410.con.0011.CDS.107657.109282.rev","PATRIC","CDS",107657,109282,1626,"-",,"PLF_561_00000541","PGF_00042349",,541,,"Alkylation response protein AidB, acyl-CoA dehydrogenase family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3499",,,"PATRIC.562.123410.562.123410.con.0011.CDS.109366.110529.rev","PATRIC","CDS",109366,110529,1164,"-",,"PLF_561_00000368","PGF_02999030",,387,,"Putative acid--amine ligase YjfC",
