Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_02019458,1,1,"DNA-3-methyladenine glycosylase (EC 3.2.2.20)",166,166,166,0
PGF_03073625,2,2,"hypothetical protein",41,148,94.5,53.5
PGF_02010531,2,2,"Cation transport protein",322,366,344,22
PGF_02010899,2,2,"Tail fiber protein",276,279,277.5,1.5
PGF_02011035,2,2,"hypothetical protein formerly called flagellar hook-length control protein FliK",375,390,382.5,7.5
PGF_00069419,2,2,"cadmium-/zinc-/cobalt-transporting ATPase( EC:3.6.3.- )",608,615,611.5,3.5
PGF_00022440,4,2,"Molecular chaperone",145,158,152,6.041522986797286
PGF_02011011,2,2,"hypothetical protein",139,139,139,0
PGF_02009362,2,2,"Transcriptional regulator of succinyl CoA synthetase operon",236,236,236,0
PGF_00028286,2,2,"Acetyltransferase, including N-acetylase of ribosomal protein",173,183,178,5
PGF_00015663,2,2,"Isochorismatase family",207,207,207,0
PGF_03044098,2,2,"Oxidoreductase ion channel",309,309,309,0
PGF_00018514,2,2,"Uncharacterized MFS-type transporter",92,423,257.5,165.5
PGF_02011513,2,2,"Transcriptional regulator, Xre family",282,282,282,0
PGF_02009412,2,2,"transcriptional activator",291,293,292,1
PGF_00318091,1,1,"hypothetical protein",53,53,53,0
PGF_02011886,2,2,"hypothetical protein",81,84,82.5,1.5
PGF_00136321,2,2,"hypothetical protein",112,112,112,0
PGF_02011679,2,2,"hypothetical protein",107,107,107,0
PGF_00776071,2,2,"transmembrane protein, distant homology with ydbS",157,205,181,24
PGF_07779447,2,2,"transmembrane protein, distant homology with ydbT",509,521,515,6
PGF_02011307,2,2,"Orf1",207,207,207,0
PGF_02013762,1,1,"Methanol dehydrogenase regulatory protein",311,311,311,0
PGF_02007425,2,2,"hypothetical protein",90,330,210,120
PGF_02015829,2,2,"Transglutaminase-like enzymes, putative cysteine proteases",719,720,719.5,0.5
PGF_01103529,1,1,"L-malate or citrate/H+ symporter CimH (TC 2.A.24.2.4)",441,441,441,0
PGF_03694968,2,1,"Two-component sensor histidine kinase, malate (EC 2.7.3.-)",196,306,251,55
PGF_00062557,1,1,"Two-component response regulator, malate (EC 2.7.3.-)",95,95,95,0
PGF_02031786,1,1,"hypothetical protein",81,81,81,0
PGF_01276472,3,1,"Transposase",39,301,136.66666666666666,116.88836079306138
PGF_03142168,4,3,"hypothetical protein",46,46,46,0
PGF_02009986,2,2,"Cell surface hydrolase, membrane-bound",309,309,309,0
PGF_00019266,3,3,"Mannitol operon activator, BglG family",685,694,688,4.242640687119285
PGF_02014862,1,1,"hypothetical protein",179,179,179,0
PGF_02040088,1,1,"hypothetical protein",49,49,49,0
PGF_00012836,2,2,"Hydrolase, haloacid dehalogenase-like family",261,261,261,0
PGF_02011033,2,2,"hypothetical protein",86,86,86,0
PGF_02016028,2,2,"hypothetical protein",58,58,58,0
PGF_02031058,1,1,"hypothetical protein",43,43,43,0
PGF_02020924,1,1,"hypothetical protein",55,55,55,0
PGF_02009725,1,1,"Periplasmic component of efflux system",354,354,354,0
PGF_12867695,4,3,"ABC transporter, permease protein",389,406,397,6.041522986797286
PGF_02049619,1,1,"hypothetical protein",41,41,41,0
PGF_02015382,1,1,"contains gram positive anchor domain",1200,1200,1200,0
PGF_01009307,1,1,"hypothetical protein",105,105,105,0
PGF_00155166,1,1,"hypothetical protein",69,69,69,0
PGF_00147515,1,1,"hypothetical protein",413,413,413,0
PGF_08056389,1,1,"PTS system, IIC component",441,441,441,0
PGF_00029598,1,1,"PTS system, IIB component",113,113,113,0
PGF_00029614,1,1,"PTS system, IIA component",110,110,110,0
PGF_10468670,2,2,"Transcriptional regulator, AcrR family",212,212,212,0
PGF_00026261,2,2,"Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)",345,346,345.5,0.5
PGF_00298652,1,1,"hypothetical protein",597,597,597,0
PGF_07498414,1,1,"hypothetical protein",45,45,45,0
PGF_02013636,1,1,"hypothetical protein",52,52,52,0
PGF_02009619,1,1,"hypothetical protein",51,51,51,0
PGF_08279833,1,1,"Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine",215,215,215,0
PGF_00056519,3,2,"Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety",103,231,148,58.75939641169459
PGF_02010962,1,1,"hypothetical protein",38,38,38,0
PGF_02018735,1,1,"hypothetical protein",56,56,56,0
PGF_10333117,1,1,"Ribose operon repressor",335,335,335,0
PGF_02012744,1,1,"hypothetical protein",114,114,114,0
PGF_02972257,1,1,"Transcriptional regulator, MarR family",144,144,144,0
PGF_01582039,1,1,"hypothetical protein",187,187,187,0
PGF_02011879,1,1,"hypothetical protein",71,71,71,0
PGF_02018716,1,1,"hypothetical protein",229,229,229,0
PGF_02016686,1,1,"Rhomboid family protein",149,149,149,0
PGF_00116644,1,1,"hypothetical protein",57,57,57,0
PGF_05038555,1,1,"hypothetical protein",39,39,39,0
PGF_12684517,1,1,"Putative transcriptional antiterminator, BglG family / PTS system, IIA component",698,698,698,0
PGF_02014238,1,1,"hypothetical protein",140,140,140,0
PGF_02015058,1,1,"hypothetical protein",213,213,213,0
PGF_00029618,1,1,"PTS system, fructose- and mannose-inducible IIA component",145,145,145,0
PGF_00029624,1,1,"PTS system, fructose- and mannose-inducible putative EII component",110,110,110,0
PGF_12881055,3,1,"Levanase (EC 3.2.1.65)",158,802,430.3333333333333,272.13272905371423
PGF_02025399,1,1,"hypothetical protein",51,51,51,0
PGF_02015806,1,1,"hypothetical protein",203,203,203,0
PGF_02019631,1,1,"hypothetical protein",220,220,220,0
PGF_02019472,1,1,"hypothetical protein",253,253,253,0
PGF_02009265,1,1,"hypothetical protein",38,38,38,0
PGF_00327147,1,1,"hypothetical protein",349,349,349,0
PGF_00945392,1,1,"hypothetical protein",249,249,249,0
PGF_02025255,1,1,"hypothetical protein",292,292,292,0
PGF_02027560,1,1,"hypothetical protein",222,222,222,0
PGF_00837346,3,1,"alpha-ketoglutarate permease, putative",73,181,135,45.51922670696417
PGF_02018390,1,1,"hypothetical protein",176,176,176,0
PGF_12667492,2,2,"hypothetical protein",50,50,50,0
PGF_07124393,2,2,"Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17) or lysozyme",250,255,252.5,2.5
PGF_02008841,2,2,"hypothetical protein",89,89,89,0
PGF_03752797,2,2,"Efflux ABC transporter, permease/ATP-binding protein YfiC",395,591,493,98
PGF_02014286,2,2,"ABC-type multidrug transport system, ATPase and permease component",569,569,569,0
PGF_00929740,4,4,"phage infection protein",715,910,813.75,96.26623239745076
PGF_00417803,2,2,"Choloylglycine hydrolase family protein",334,338,336,2
PGF_02017791,1,1,"hypothetical protein",326,326,326,0
PGF_00354837,2,2,"hypothetical protein",267,291,279,12
PGF_02011015,2,2,"hypothetical protein",42,42,42,0
PGF_02019476,1,1,"hypothetical protein",46,46,46,0
PGF_02007441,1,1,"hypothetical protein",56,56,56,0
PGF_02039084,1,1,"Positive transcriptional regulator, MutR family",321,321,321,0
PGF_02012117,2,2,"DNA polymerase III, alpha subunit",470,470,470,0
PGF_00956893,2,2,"Uncharacterized MFS-type transporter",374,387,380.5,6.5
PGF_00639038,3,2,"Glutamine synthetase (EC 6.3.1.2), putative",195,447,297.3333333333333,108.18605373255014
PGF_02012304,1,1,"hypothetical protein",41,41,41,0
PGF_12819788,1,1,"putative membrane protein",200,200,200,0
PGF_03993066,1,1,"PRD/PTS system IIA 2 domain protein",636,636,636,0
PGF_02016223,2,1,"DNA invertase-like protein",37,135,86,49
PGF_00042948,1,1,"Putative peptidoglycan bound protein (LPXTG motif) Lmo2576 homolog",305,305,305,0
PGF_02016403,1,1,"hypothetical protein",238,238,238,0
PGF_02015831,1,1,"Surface protein from Gram-positive cocci, anchor region",334,334,334,0
PGF_10489854,2,2,"ABC transporter, ATP-binding protein",244,244,244,0
PGF_02013049,1,1,"putative histidine kinase SpaK",371,371,371,0
PGF_02016830,1,1,"hypothetical protein",179,179,179,0
PGF_02016327,1,1,"Predicted cell-wall-anchored protein SasA (LPXTG motif)",2232,2232,2232,0
PGF_02049491,1,1,"hypothetical protein",51,51,51,0
PGF_00409452,1,1,"Transmembrane transport protein MmpL family",1103,1103,1103,0
PGF_00067078,2,2,"Xylose isomerase domain protein TIM barrel",288,288,288,0
PGF_09682510,3,2,"Short-chain dehydrogenase/reductase SDR",37,277,189.33333333333334,108.12441393547014
PGF_02018309,1,1,"hypothetical protein",130,130,130,0
PGF_02021902,1,1,"hypothetical protein",86,86,86,0
PGF_02019469,1,1,"hypothetical protein",206,206,206,0
PGF_02021396,1,1,"hypothetical protein",59,59,59,0
PGF_02020561,1,1,"hypothetical protein",235,235,235,0
PGF_02022455,1,1,"hypothetical protein",41,41,41,0
PGF_00410333,1,1,"putative repressor protein",80,80,80,0
PGF_02018744,2,2,"hypothetical protein",81,82,81.5,0.5
PGF_02023903,1,1,"hypothetical protein",66,66,66,0
PGF_00410236,1,1,"putative protein Ymh",277,277,277,0
PGF_02025292,1,1,"hypothetical protein",59,59,59,0
PGF_02020314,1,1,"hypothetical protein",83,83,83,0
PGF_02015047,3,2,"hypothetical protein",118,119,118.33333333333333,0.4714045207910317
PGF_02021407,1,1,"hypothetical protein",67,67,67,0
PGF_04685995,1,1,"hypothetical protein",122,122,122,0
PGF_02014451,2,1,"hypothetical protein",58,58,58,0
PGF_02022358,1,1,"hypothetical protein",140,140,140,0
PGF_02048981,1,1,"hypothetical protein",110,110,110,0
PGF_02012637,1,1,"Fatty acid degradation regulator YsiA, TetR family",200,200,200,0
PGF_00276148,1,1,"hypothetical protein",818,818,818,0
PGF_00118757,1,1,"hypothetical protein",174,174,174,0
PGF_00095750,1,1,"hypothetical protein",76,76,76,0
PGF_00256116,1,1,"hypothetical protein",381,381,381,0
PGF_00103694,1,1,"hypothetical protein",263,263,263,0
PGF_02008579,1,1,"hypothetical protein",91,91,91,0
PGF_08147832,1,1,"hypothetical protein",83,83,83,0
PGF_02013331,1,1,"hypothetical protein",86,86,86,0
PGF_01309240,6,6,"PTS system, glucose-specific IIA component (EC 2.7.1.199)",159,171,165,4.281744192888376
PGF_02009859,1,1,"hypothetical protein",256,256,256,0
PGF_00599216,1,1,"PTS system, glucose-specific IIB component (EC 2.7.1.199) / PTS system, glucose-specific IIC component",557,557,557,0
PGF_02009546,1,1,"hypothetical protein",252,252,252,0
PGF_00017663,3,2,"LtrC-like protein",50,847,357.6666666666667,349.8136011586107
PGF_00363226,1,1,"hypothetical protein",80,80,80,0
PGF_02008583,1,1,"hypothetical protein",304,304,304,0
PGF_02009263,1,1,"hypothetical protein",52,52,52,0
PGF_02007448,1,1,"hypothetical protein",45,45,45,0
PGF_00261353,1,1,"hypothetical protein",68,68,68,0
PGF_02018784,1,1,"hypothetical protein formerly called flagellar hook-length control protein FliK",303,303,303,0
PGF_02019983,1,1,"hypothetical protein",70,70,70,0
PGF_02010970,2,2,"cell surface protein precursor",339,341,340,1
PGF_02017797,2,2,"hypothetical protein",125,154,139.5,14.5
PGF_00425283,3,2,"Extracellular protein",92,673,440.3333333333333,250.89750009825835
PGF_02890701,1,1,"Integral membrane protein",217,217,217,0
PGF_02017884,1,1,"hypothetical protein",38,38,38,0
PGF_02018708,1,1,"hypothetical protein",119,119,119,0
PGF_12939205,2,2,"hypothetical protein",575,575,575,0
PGF_02020574,1,1,"hypothetical protein",40,40,40,0
PGF_00018896,3,3,"Major facilitator:Oxalate:Formate Antiporter",408,414,410.3333333333333,2.6246692913372702
PGF_02017953,1,1,"hypothetical protein",61,61,61,0
PGF_02009384,2,2,"hypothetical protein",92,145,118.5,26.5
PGF_02010881,2,2,"Streptococcal hemagglutinin protein",734,743,738.5,4.5
PGF_12775910,1,1,"hypothetical protein",135,135,135,0
PGF_02011797,1,1,"Transcriptional regulator",150,150,150,0
PGF_02013660,1,1,"hypothetical protein",45,45,45,0
PGF_02010438,1,1,"hypothetical protein",39,39,39,0
PGF_02019591,1,1,"hypothetical protein",43,43,43,0
PGF_00036543,4,4,"Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)",501,620,586.75,49.67079121576382
PGF_02019441,2,1,"hypothetical protein",236,243,239.5,3.5
PGF_02018441,1,1,"hypothetical protein",64,64,64,0
PGF_02009589,2,2,"Haloacid dehalogenase-like hydrolase",208,208,208,0
PGF_02013351,2,2,"hypothetical protein",47,47,47,0
PGF_00248350,2,2,"hypothetical protein",59,59,59,0
PGF_12783740,2,2,"hypothetical protein",174,174,174,0
PGF_02015824,2,2,"hypothetical protein",210,211,210.5,0.5
PGF_02008832,2,2,"hypothetical protein",353,353,353,0
PGF_02009919,2,2,"hypothetical protein",276,278,277,1
PGF_02019991,1,1,"hypothetical protein",42,42,42,0
PGF_02019349,1,1,"hypothetical protein",38,38,38,0
PGF_02010477,2,2,"Zinc-containing alcohol dehydrogenase superfamily",319,319,319,0
PGF_00014617,3,3,"Integral membrane protein",194,716,541.6666666666666,245.83779656965325
PGF_02013699,2,2,"Putative sugar translocase in surface polysaccharides biosynthesis",135,135,135,0
PGF_01060182,2,2,"Two component system response regulator CiaR",231,231,231,0
PGF_10569178,3,2,"Two component system sensor histidine kinase CiaH (EC 2.7.3.-)",51,431,286,167.68025127207636
PGF_02045881,2,2,"hypothetical protein",126,126,126,0
PGF_02013214,3,2,"Regulator of polyketide synthase expression",104,495,311.6666666666667,160.54974999115453
PGF_00337121,2,2,"hypothetical protein",236,237,236.5,0.5
PGF_02044609,1,1,"hypothetical protein",48,48,48,0
PGF_00298751,2,1,"hypothetical protein",88,284,186,98
PGF_02023852,2,2,"hypothetical protein",97,97,97,0
PGF_00337516,1,1,"hypothetical protein",63,63,63,0
PGF_02017597,1,1,"Lipoprotein",379,379,379,0
PGF_02007785,2,2,"hypothetical protein",336,346,341,5
PGF_02011008,2,2,"hypothetical protein",63,99,81,18
PGF_02010488,2,2,"hypothetical protein",120,120,120,0
PGF_02014706,1,1,"hypothetical protein",64,64,64,0
PGF_02049811,2,2,"Flavin reductase-like, FMN-binding",205,205,205,0
PGF_02017781,1,1,"hypothetical protein",55,55,55,0
PGF_02029985,1,1,"hypothetical protein",318,318,318,0
PGF_10457299,1,1,"hypothetical protein",530,530,530,0
PGF_02011913,2,2,"hypothetical protein",116,116,116,0
PGF_10426350,1,1,"Short-chain dehydrogenase",244,244,244,0
PGF_02011927,2,2,"hypothetical protein",115,115,115,0
PGF_02008595,2,2,"hypothetical protein",265,301,283,18
PGF_03004881,2,2,"hypothetical protein",153,153,153,0
PGF_02017837,1,1,"hypothetical protein",61,61,61,0
PGF_00020753,2,2,"Methionine synthase II",377,377,377,0
PGF_10534953,1,1,"Transcriptional regulator, AcrR family",192,192,192,0
PGF_02017746,1,1,"hypothetical protein",240,240,240,0
PGF_00985887,2,2,"hypothetical protein",437,437,437,0
PGF_12875660,2,2,"hypothetical protein",311,311,311,0
PGF_00142191,1,1,"hypothetical protein",410,410,410,0
PGF_02020642,1,1,"hypothetical protein",46,46,46,0
PGF_02017333,1,1,"hypothetical protein",53,53,53,0
PGF_05449980,2,2,"hypothetical protein",81,81,81,0
PGF_02009999,2,2,"Colicin V production protein",149,177,163,14
PGF_00085341,2,1,"hypothetical protein",94,216,155,61
PGF_00800139,2,2,"Glutamate racemase (EC 5.1.1.3) / Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",484,485,484.5,0.5
PGF_00002945,2,2,"FIG028593: membrane protein",300,301,300.5,0.5
PGF_10476467,3,2,"hypothetical protein",52,175,115.66666666666667,50.307940614667274
PGF_02018421,1,1,"hypothetical protein",49,49,49,0
PGF_02012419,1,1,"hypothetical protein",104,104,104,0
PGF_02007851,1,1,"hypothetical protein",296,296,296,0
PGF_02016922,1,1,"hypothetical protein",182,182,182,0
PGF_03055431,2,2,"Amino acid transporter",520,532,526,6
PGF_02019444,1,1,"hypothetical protein",117,117,117,0
PGF_02029574,1,1,"hypothetical protein",132,132,132,0
PGF_02019427,1,1,"hypothetical protein",46,46,46,0
PGF_02029578,1,1,"hypothetical protein",89,89,89,0
PGF_00246391,1,1,"hypothetical protein",208,208,208,0
PGF_10412867,1,1,"hypothetical protein",265,265,265,0
PGF_02009648,2,2,"hypothetical protein",46,83,64.5,18.5
PGF_02018008,1,1,"hypothetical protein",89,89,89,0
PGF_02018009,1,1,"hypothetical protein",62,62,62,0
PGF_08201780,1,1,"hypothetical protein",226,226,226,0
PGF_02009572,1,1,"hypothetical protein",67,67,67,0
PGF_02049261,1,1,"hypothetical protein",114,114,114,0
PGF_02028307,1,1,"hypothetical protein",39,39,39,0
PGF_02007843,1,1,"hypothetical protein",39,39,39,0
PGF_02027356,1,1,"hypothetical protein",84,84,84,0
PGF_02031757,1,1,"hypothetical protein",37,37,37,0
PGF_00244654,3,2,"hypothetical protein",112,241,169,53.72150407425317
PGF_02007853,1,1,"hypothetical protein",96,96,96,0
PGF_02045557,2,2,"hypothetical protein",69,69,69,0
PGF_02045474,1,1,"hypothetical protein",72,72,72,0
PGF_02010638,1,1,"hypothetical protein",134,134,134,0
PGF_12884716,1,1,"hypothetical protein",275,275,275,0
PGF_00374668,3,2,"hypothetical protein",175,242,203.33333333333334,28.311756490114767
PGF_00137886,1,1,"hypothetical protein",264,264,264,0
PGF_02037996,1,1,"hypothetical protein",151,151,151,0
PGF_04123058,1,1,"hypothetical protein",570,570,570,0
PGF_02049308,1,1,"hypothetical protein",63,63,63,0
PGF_02049101,1,1,"hypothetical protein",209,209,209,0
PGF_02049108,1,1,"hypothetical protein",79,79,79,0
PGF_02048781,1,1,"hypothetical protein",119,119,119,0
PGF_02048709,1,1,"hypothetical protein",109,109,109,0
PGF_02048991,1,1,"hypothetical protein",128,128,128,0
PGF_02049555,1,1,"hypothetical protein",56,56,56,0
PGF_02049021,1,1,"hypothetical protein",137,137,137,0
PGF_12728191,6,2,"hypothetical protein",91,109,98.83333333333333,5.7566386797235145
PGF_10518808,1,1,"hypothetical protein",43,43,43,0
PGF_12690691,3,2,"Phage endolysin",432,432,432,0
PGF_02010990,2,2,"hypothetical protein",215,215,215,0
PGF_02011455,2,2,"Transcriptional regulator",156,162,159,3
PGF_02019998,1,1,"hypothetical protein",39,39,39,0
PGF_02007754,2,1,"Competence protein CoiA",83,268,175.5,92.5
PGF_00201936,2,2,"hypothetical protein",166,211,188.5,22.5
PGF_07077912,2,2,"PTS system, IIA component",124,125,124.5,0.5
PGF_02017912,1,1,"rRNA (guanine-N(1))-methyltransferase",280,280,280,0
PGF_03378006,2,2,"Transcriptional regulator",309,312,310.5,1.5
PGF_02008581,1,1,"hypothetical protein",73,73,73,0
PGF_02020635,1,1,"hypothetical protein",62,62,62,0
PGF_00266908,1,1,"hypothetical protein",125,125,125,0
PGF_00013399,2,2,"Hypothetical protein, homolog of fig|393130.3.peg.2627",493,496,494.5,1.5
PGF_02012522,2,2,"hypothetical protein",86,89,87.5,1.5
PGF_00947829,3,3,"putative membrane protein",111,466,229.33333333333334,167.34860488081625
PGF_00076534,2,2,"hypothetical protein",137,137,137,0
PGF_12807567,3,2,"Permease of the drug/metabolite transporter (DMT) superfamily",83,288,189.33333333333334,83.86629570665175
PGF_02044035,2,1,"ABC transporter-coupled two-component system, fused permease protein",236,564,400,164
PGF_06922102,1,1,"hypothetical protein",51,51,51,0
PGF_02045896,1,1,"hypothetical protein",41,41,41,0
PGF_02019433,1,1,"hypothetical protein",39,39,39,0
PGF_02016746,1,1,"Streptococcal phospholipase A2; _Toximoron (Other)",195,195,195,0
PGF_02015809,1,1,"hypothetical protein",99,99,99,0
PGF_08052588,1,1,"hypothetical protein",118,118,118,0
PGF_03120492,2,2,"Carboxylesterase (EC 3.1.1.1)",54,244,149,95
PGF_02032602,1,1,"hypothetical protein",47,47,47,0
PGF_02018578,1,1,"hypothetical protein",100,100,100,0
PGF_02030589,1,1,"hypothetical protein",41,41,41,0
PGF_12682860,2,2,"Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19); Maltodextrin ABC transporter, ATP-binding protein MsmX",353,359,356,3
PGF_06973416,2,2,"Acetyltransferase (GNAT family) SAS0976",190,225,207.5,17.5
PGF_02009399,2,2,"hypothetical protein",168,168,168,0
PGF_08284589,1,1,"hypothetical protein",197,197,197,0
PGF_06951236,1,1,"hypothetical protein",57,57,57,0
PGF_02015440,1,1,"hypothetical protein",351,351,351,0
PGF_02015568,1,1,"hypothetical protein",85,85,85,0
PGF_10575647,1,1,"hypothetical protein",103,103,103,0
PGF_02013244,1,1,"hypothetical protein",464,464,464,0
PGF_02013387,1,1,"hypothetical protein",159,159,159,0
PGF_00195857,1,1,"hypothetical protein",361,361,361,0
PGF_02007682,1,1,"hypothetical protein",252,252,252,0
PGF_05442457,1,1,"hypothetical protein",259,259,259,0
PGF_02009824,1,1,"hypothetical protein",329,329,329,0
PGF_02009990,1,1,"hypothetical protein",67,67,67,0
PGF_02010062,1,1,"hypothetical protein",51,51,51,0
PGF_02009912,1,1,"Drug resistance transporter EmrB/QacA subfamily",96,96,96,0
PGF_02018458,1,1,"hypothetical protein",40,40,40,0
PGF_02013277,1,1,"hypothetical protein",408,408,408,0
PGF_07597602,2,2,"hypothetical protein",167,256,211.5,44.5
PGF_02012323,1,1,"hypothetical protein",41,41,41,0
PGF_00081517,1,1,"hypothetical protein",46,46,46,0
PGF_02015296,1,1,"hypothetical protein",69,69,69,0
PGF_02012384,1,1,"hypothetical protein",72,72,72,0
PGF_07776565,1,1,"Esterase/lipase/thioesterase",284,284,284,0
PGF_02009920,1,1,"Histone acetyltransferase HPA2 and related acetyltransferases",174,174,174,0
PGF_02043378,1,1,"hypothetical protein",60,60,60,0
PGF_02009992,1,1,"hypothetical protein",308,308,308,0
PGF_00054376,1,1,"Substrate-specific component HmpT of predicted thiamin-related ECF transporter",161,161,161,0
PGF_02009899,1,1,"Aminotransferase",392,392,392,0
PGF_00042572,1,1,"Putative oxidoreductase",319,319,319,0
PGF_00925719,2,1,"ABC transporter, permease protein (cluster 13, osmolytes)",209,214,211.5,2.5
PGF_06513264,1,1,"ABC transporter, substrate-binding protein (cluster 13, osmolytes)",300,300,300,0
PGF_02010065,1,1,"hypothetical protein",141,141,141,0
PGF_02037830,2,2,"hypothetical protein",54,197,125.5,71.5
PGF_02016387,1,1,"hypothetical protein",196,196,196,0
PGF_00174634,1,1,"hypothetical protein",194,194,194,0
PGF_04603403,1,1,"hypothetical protein",261,261,261,0
PGF_02024416,1,1,"hypothetical protein",278,278,278,0
PGF_05084075,1,1,"hypothetical protein",81,81,81,0
PGF_10311683,1,1,"Transcriptional regulator, DeoR family",310,310,310,0
PGF_00781712,1,1,"hypothetical protein",60,60,60,0
PGF_02007786,1,1,"hypothetical protein",120,120,120,0
PGF_00060681,1,1,"Transport protein",305,305,305,0
PGF_02952162,1,1,"UPF0118 membrane protein SPy1117",366,366,366,0
PGF_02008834,1,1,"hypothetical protein",246,246,246,0
PGF_02010042,1,1,"hypothetical protein",399,399,399,0
PGF_02010066,1,1,"hypothetical protein",58,58,58,0
PGF_00265571,1,1,"hypothetical protein",782,782,782,0
PGF_02010033,1,1,"hypothetical protein",231,231,231,0
PGF_00110970,1,1,"hypothetical protein",74,74,74,0
PGF_02009903,1,1,"Cell wall surface anchor family protein",320,320,320,0
PGF_00028547,1,1,"Oxidoreductase",287,287,287,0
PGF_02010230,1,1,"hypothetical protein",182,182,182,0
PGF_02010058,1,1,"hypothetical protein",90,90,90,0
PGF_00008159,7,3,"Glutamate--cysteine ligase (EC 6.3.2.2)",38,518,355.14285714285717,199.53046926037464
PGF_02010034,1,1,"hypothetical protein",49,49,49,0
PGF_00024665,1,1,"NADH-dependent oxidoreductase",112,112,112,0
PGF_07466952,2,1,"Transcriptional regulator",141,168,154.5,13.5
PGF_01005679,1,1,"ABC transporter, ATP-binding protein",213,213,213,0
PGF_02009969,1,1,"hypothetical protein",243,243,243,0
PGF_02010590,1,1,"hypothetical protein",186,186,186,0
PGF_10506796,3,3,"Arsenite/antimonite:H+ antiporter ArsB",429,431,430.3333333333333,0.9428090415820634
PGF_10484507,2,1,"Integrase, catalytic region",304,379,341.5,37.5
PGF_00043830,1,1,"Putative ring-cleaving dioxygenase",142,142,142,0
PGF_00064525,1,1,"Uncharacterized ABC1 family protein Ethha_1308",570,570,570,0
PGF_00249795,2,2,"hypothetical protein",232,243,237.5,5.5
PGF_00827664,1,1,"Transcriptional regulator",305,305,305,0
PGF_02010015,1,1,"hypothetical protein",91,91,91,0
PGF_02009420,1,1,"Transcriptional regulator",152,152,152,0
PGF_06718545,1,1,"hypothetical protein",30,30,30,0
PGF_02206407,1,1,"cation-transport ATPase, E1-E2 family",173,173,173,0
PGF_02008761,1,1,"RopB; Rgg-like transcription regulator",313,313,313,0
PGF_02010039,1,1,"hypothetical protein",113,113,113,0
PGF_06947537,1,1,"hypothetical protein",46,46,46,0
PGF_02049255,1,1,"hypothetical protein",142,142,142,0
PGF_00178614,1,1,"hypothetical protein",184,184,184,0
PGF_03126435,1,1,"Molybdopterin-guanine dinucleotide biosynthesis protein MobB / Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)",328,328,328,0
PGF_00282578,1,1,"hypothetical protein",87,87,87,0
PGF_10548089,1,1,"Oxygen-sensing, dissimilatory nitrate and nitrite reduction regulatory protein NreA",144,144,144,0
PGF_02011136,1,1,"hypothetical protein",87,87,87,0
PGF_02010052,1,1,"hypothetical protein",305,305,305,0
PGF_02010080,1,1,"hypothetical protein",77,77,77,0
PGF_00022566,2,2,"Molybdopterin synthase sulfur carrier subunit",81,81,81,0
PGF_02009966,1,1,"hypothetical protein",132,132,132,0
PGF_05956722,1,1,"Iron compound ABC transporter, permease protein",332,332,332,0
PGF_02049171,1,1,"hypothetical protein",279,279,279,0
PGF_02007813,1,1,"Ferrous iron transporter-associated protein FeoA",69,69,69,0
PGF_00052647,2,2,"Similar to heptaprenyl diphosphate synthase component II",328,328,328,0
PGF_02009900,1,1,"Aspartate aminotransferase (EC 2.6.1.1) @ Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)",386,386,386,0
PGF_02009904,1,1,"Chorismate mutase I (EC 5.4.99.5)",89,89,89,0
PGF_04502829,1,1,"hypothetical protein",30,30,30,0
PGF_00803129,1,1,"Cof-like hydrolase",271,271,271,0
PGF_02010061,1,1,"hypothetical protein",78,78,78,0
PGF_00205563,1,1,"hypothetical protein",46,46,46,0
PGF_02009965,1,1,"hypothetical protein",106,106,106,0
PGF_02010038,1,1,"hypothetical protein",148,148,148,0
PGF_03013246,1,1,"hypothetical protein",287,287,287,0
PGF_02008357,1,1,"hypothetical protein",462,462,462,0
PGF_10431577,1,1,"hypothetical protein",246,246,246,0
PGF_02031555,1,1,"hypothetical protein",373,373,373,0
PGF_03012197,1,1,"hypothetical protein",217,217,217,0
PGF_05644611,1,1,"hypothetical protein",213,213,213,0
PGF_00379298,1,1,"hypothetical protein",218,218,218,0
PGF_02008856,1,1,"hypothetical protein",203,203,203,0
PGF_04022539,1,1,"hypothetical protein",431,431,431,0
PGF_02032098,1,1,"hypothetical protein",219,219,219,0
PGF_02035753,1,1,"hypothetical protein",181,181,181,0
PGF_10350300,1,1,"hypothetical protein",121,121,121,0
PGF_10444252,1,1,"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)",834,834,834,0
PGF_02009588,1,1,"hypothetical protein",144,144,144,0
PGF_01190544,1,1,"ABC transporter, substrate-binding protein YckB (cluster 3, basic aa/glutamine/opines)",287,287,287,0
PGF_00051938,1,1,"ABC transporter, permease protein YckA (cluster 3, basic aa/glutamine/opines)",229,229,229,0
PGF_02011092,1,1,"hypothetical protein",188,188,188,0
